Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Fee,Hours,Short Description,Long Description,History,Main Image,Other Images
Maa Ambika Temple,OD_Mayurbhanj_MaaAmbikaTemple,Odisha,Mayurbhanj,Baripada,21.937,86.7228,Religious Sites,NA,NA,People strongly believe her as ‘The Living Goddess’ and fulfills the needs of the devotees,"The Ambika temple in Baripada is an ancient temple and the Bijesthali of the presiding deity. People of Baripada strongly believe her as ‘The Living Goddess’, who as a mother showers her blessings to all the mankind. $Peoples come to worship here from different states like Jharkhand and West Bengal. Many festivals namely Durga puja, Basanti Puja, Pna Sankranti, Makar Sankranti etc. are observed here.",NA,https://i.imgur.com/7FV51Ps.jpg,https://i.imgur.com/gfSJX1e.jpg https://i.imgur.com/TKYE8mR.jpg
Jagannath Temple,OD_Mayurbhanj_JagannathTemple,Odisha,Mayurbhanj,Baripada,21.8592,86.7915,Religious Sites,NA,NA,This temple is known as the second Srikhetra of Orissa and is one of the oldest temples of Odisha,The temple of Lord Jagannath at Baripada is universally known as Haribaldev temple. It was built by Shri Baidyanath Bhanj in 1575 A.D. on the same architectural principles of Kakharua Baidyanath temple. The temple stands as a symbol of the religious favour of the Bhanja Rulers of Mayurbhanj and is regarded as the Queen Monad among the princely states during the pre-merger days.It is made of laterite stone with exquisite designs engraved in the walls. It has height of 84′-6″.  $A big boundary wall encirles the temple which is a replica of that of Lord Jagannath at Puri.Every year Car festival is celebrated on the day after the day on which Car festival is celebrated at Puri. The three deities come to the Radhamohan Temple (Mausimaa Mandir) during car festival which lasts for two days. The speciality of the Baripada Car festival is that only ladies can pull the chariot of Maa Subhadra.,"An inscription on the temple wall states that in the year 1497 of the Saka Era this temple was built by Baidyanath Bhanj. This temple, like the Kakharua Baidyanath of Manatri is provided with Vimana, Jagamohan and Nata Mandira and is in a better preserved condition than the latter. $Besides the presiding deities, there are as many as seventeen Bedha deities consecrated in the temple. The Jagannath temple compound is provided with small cells in which the images of different religions find place.",https://i.imgur.com/M46HQsT.jpg,https://i.imgur.com/eWfgk7i.jpg https://i.imgur.com/EGqcrHB.jpg
Similipal National Park,OD_Mayurbhanj_SimilipalNationalPark,Odisha,Mayurbhanj,Baripada,21.5931,86.2945,Nature and Wildlife,NA,NA,"Typical greenery, balanced temperature, casual rain, slightly humid region and a perfect touring spot","Similipal Bio-sphere covering a vast are of 2750 sq. km out of which 303 sq. km from the core area, thick biosphere reserve is a sanctuary and one of the Tiger Projects and National parks of India. With wide range of rain falls and edaphic variations, range from dry deciduous to moist green forests, it is suitable to different species of flora and fauna.  $About 1076 species of mammals, 29 types of reptiles and 231 species of birds are the proud possession of this plateau. Average mean elevation of Similipal is 900 meters. Tall and luxuriant Sal Trees in large numbers stand like sentries. The handsome peaks of Khairiburu (1178 meters), Meghasani (1158 meters) and others welcome like smiling receptionists from the emerald heights. Sweet scented Champak flowers freshen the air. The richly hued orchids on the green foliage are soothing to the eyes. In the midst of the dense forests, the summer stands humbled and the sun gets lost.  $Several rivers like Budhabalanga, Khairi, salandi, Palpala, etc. originate from the hills and meander through the forest like veins and arteries in the body. many of them have formed cascading rapids and foaming falls before leaving for the plains.  $The panoramic view of the waterfalls at Barehipani (400 meters) and Joranda(150 meters) are simply enchanting of fish, is found in abundance in most of the rivers.","Simlipal elephant reserve originated mainly as a hunting ground for the royalty. It was formally designated a tiger reserve in 1956 and under Project Tiger in May 1973. ""Mugger Crocodile Scheme"" was started in 1979 at Ramatirtha, Jashipur.$The Government of Odisha declared Simlipal as a wildlife sanctuary in 1979 with an area of 2,200 square kilometres (850 sq mi). Later in 1980, the state government proposed 303 square kilometres (117 sq mi) of the sanctuary as a national park. Further in 1986, area of the national park was increased to 845.70 square kilometres (326.53 sq mi). $Government of India declared Simlipal as a biosphere reserve in 1994. UNESCO added this national park to its list of Biosphere Reserves in May 2009. There are 10,000 people living in 61 villages in the forest. That is why Simlipal is yet to be declared a full-fledged park, despite its having the status of one of the 18 biospheres of India.",https://i.imgur.com/Nose38P.jpg,https://i.imgur.com/ICSL8H8.jpg https://i.imgur.com/UYA8G1u.jpg https://i.imgur.com/qx6RzIk.jpg https://i.imgur.com/qBMKX8L.jpg
Devkund Waterfall,OD_Mayurbhanj_DevkundWaterfall,Odisha,Mayurbhanj,Mayurbhanj,21.9254,86.736,Waterfalls,NA,NA,"The chirping sound of known and unknown birds, the multi-coloured butterflies add to the charm of Devkund","Devkund is a very beautiful religious and tourist place in Odisha. Devkund is famous for its water fall that falls from the top of the hill. Devkund means the bathtub of Gods and Goddesses.  $So this place is very important for Hindu culture peoples, as they believe that it the bathing place of their Gods and Goddess, so by touching this water they get blessings of their god and goddess. It is a natural beauty of Odisha and Similipal National park is near it.",NA,https://i.imgur.com/6uHMfhC.jpg,https://i.imgur.com/ZhjILnq.jpg https://i.imgur.com/rogpkZm.jpg https://i.imgur.com/NxMEIkY.jpg
Bhimkund Waterfall,OD_Mayurbhanj_BhimkundWaterfall,Odisha,Mayurbhanj,Mayurbhanj,21.5523,86.0168,Waterfalls,NA,NA,A stunning spectacular natural environment encircled with lush green forest,The lush green natural environment imparts a spectacular effect on this waterfall. Bhimkund has an unmatched spectacular appeal.The majestic Baitarani river provides two most beautiful and scary waterfalls called Sanakunda & Badakunda to the natural lovers. $The waterfall has a terrific characteristic of imparting awesome experience to the visitors due to large vertical shaped gorge & speeding current and makes the environment smokey. Further huge roaring sound of waterfall makes the place most interesting among tourists. ,This waterfalls is considered as a most sacred place in religious point of view. Local people gather here during annual celebration of Makar Sankranti in large numbers. Mythology is that Pandavas were staying some time here during their religious expedition,https://i.imgur.com/mxXsRQL.jpg,https://i.imgur.com/DL2QCt1.jpg https://i.imgur.com/esmYjUY.jpg https://i.imgur.com/f4m851c.jpg https://i.imgur.com/IDDckkK.jpg https://i.imgur.com/ViG8jhM.jpg
Ramtirtha Crocodile Project,OD_Mayurbhanj_RamtirthaCrocodileProject,Odisha,Mayurbhanj,Jamda,21.9635,86.056,Nature and Wildlife,NA,NA,It is the only Crocodile Rearing Center of Mayurbhanj district which attracts lots of tourist to visit,Ramatirtha is located nearby Jashipur town of Mayurbhanj district of Odisha. Ramatirtha is located beneath the feet of Similipal National Park. It is the only Crocodile Rearing Center of Mayurbhanj district which attracts lots of tourist to visit.Ramatirtha of Mayurbhanj is very famous in Odisha due to its natural beauties and temple of Sri Rama. ,"As per the Indian mythological history, during the days of Tretaya Yuga, Lord Sri Rama along with Devi Sita and Brother Laxman passed thorugh the forest of Similipal; where due to tiredness Sita sat on the platue for a while and she wash her face and feet in the river that flows beneath. $Then onwards, Ramatirtha of Mayurbhanj became a legendary place in the name of Sri Rama and Devi Sita. Every year on Makar Sankranti (Mid of January), Mahanta peoples celebrate Tusumelana festival or Tusu Parab.",https://i.imgur.com/IYYxUzU.jpg,https://i.imgur.com/udItw3k.jpg https://i.imgur.com/DmVGxJR.jpg https://i.imgur.com/6KL2XLH.jpg https://i.imgur.com/ADpfkoG.jpg https://i.imgur.com/LxUwcd7.jpg
Kichakeshwari Temple,OD_Mayurbhanj_KichakeshwariTemple,Odisha,Mayurbhanj,Khiching,21.9272,85.8313,Religious Sites,NA,NA,"It is temple of Hindu Goddess Chamunda alias Kali located in Khiching, which was the ancient capital of the Bhanja rulers","Scores of temples dominate the place, some of which are still in active worship. The predominant deity of Khiching is Kichakeswari, the most scared Goddess of the Mayurbhanj chiefs. The temple dedicated to her is built entirely of chlorite slabs and unique of it kind in India. The sculptures are beautiful. A small museum here boasts of highly important historical specimens of sculpture and art.","The largest temple of the town is dedicated to Goddess Kichakeswari, the family goddess of the ruling chiefs of Mayurbhanj. The Goddess Kiscakeshwari was not only which was not only ishtadevata of Bhanj dynasty but also the State deity. The original temple dates back to 7th or 8th Century, with repairs done over the centuries.",NA,NA
Balimela Dam,OD_Malkangiri_BalimelaDam,Odisha,Malkangiri,Balimela,18.1398,82.1221,Dams & Water Reservoirs,NA,NA,A eye catching view with lush green environment,"A dam is being constructed at Chitrakonda, 25 kms. from Balimela across the river Sileru. The total inflow into the reservoir is shared equally by the two Governments. The share of the Andhara Pradesh Government is flow downstream the river while that of Onssa Government is diverted to a high head power some 15 kms. south of Balimela. $It is estimated that the power-house is generating 240,000 KW at 60% load factor. The tail water is subsequently utilised for irrigation about 2.4 lakh acres of land in Malkangiri and Motu plains.",NA,https://i.imgur.com/EI2dEXy.jpg,https://i.imgur.com/i8rdQrz.jpg https://i.imgur.com/3yrIAqA.jpg
Bhairavi Temple,OD_Malkangiri_BhairaviTemple,Odisha,Malkangiri,Malkangiri,18.3436,81.8825,Religious Sites,NA,NA,Bhairavi Temple is a hill shrine dedicated to Goddess Kali,The hill deity of Malkangiri is worshiped by the people coming from Jeypore and People leaving Malkangiri for their safe journey. A number of religious visitors are attracted to this temple to worship throughout the day.  A famous Shiva Linga is found in the near by “Goi Hill” of Malkangiri Town. $During the “Maha Shivaratri Festival” a large religious crowd is being gathered at this hill temple of Lord Shiva. Local people have put efforts in making a safe passage to the hill for the pilgrims. $The height of the Shiva Linga is more that 6 feet.It has been observed that this Shiva Linga is gradually rising up.The scenic beauty as well as the religious importance of this temple attract people of the entire District.,The deity is believed to be worshiped by the King of Malkangiri whose castle s remnants are still found on the Raja Rani Hill just infront of Bhairavi temple.,https://i.imgur.com/tLurQKL.jpg,https://i.imgur.com/XAv8FBZ.jpg https://i.imgur.com/eWnG02V.jpg https://i.imgur.com/5VWcWeN.jpg
Satiguda Dam,OD_Malkangiri_SatigudaDam,Odisha,Malkangiri,Malkangiri,18.3812,81.9371,Dams & Water Reservoirs,NA,NA,"Surrounded by a large number of small hills, this place is considered to be the most favorite picnic spot of the people","The Reservoir provides irrigation facility to the near by cultivable land throughout the year. The natural beauty of the Dam can be enjoyed in the early morning and evening hours. Boating facility is also available inside the Reservoir, which attracts visitors as well as the local people. $Lord Shiva is being worshiped inside a cave near the Dam. Being surrounded by a large number of small hills this place is considered to be the most favourite picnic spot of the people.",NA,https://i.imgur.com/I5mVHFg.jpg,https://i.imgur.com/GwC5mCI.jpg https://i.imgur.com/yNf5zIc.jpg https://i.imgur.com/V7wAm82.jpg https://i.imgur.com/DQB9ZTC.jpg https://i.imgur.com/ATttrsx.jpg
